,star,comment,label
1182,8,다음편 기대할게요,1
1183,8,담백한 영상미에 강한 울림이 드러난다,1
1184,10,배우들 표정연기가 정말 좋았고 남자가 빠진 여자들의 사랑이야기가 로메틱 그 자체,1
1185,8,모든 것은 마음 먹기에 달려 있다 내 마음 속 성스러움과 욕망이 함께 침대 위에 누워있다 거짓 연극이라 할지라도 내 마음 속에서 나는 그녀를 탐했는가 아니면 신실한 마음으로 그녀를 믿었는가 이건 보는 이의 양심에 맡기겠다 믿음은 겉으로 보이는 게 전부가 아닐 수도 있지만 역병에서 구한 사실은 또 어떻게 보아야 하나 매력적인 캐릭터였다,1
1186,7,색다른 연출의 호러영화,1
1187,10,이런게 영화다  아이맥스로 봤는데 열번은 더 볼 수 있다 한스짐머의 음악이 지루할 수 있는 부분까지 빈틈없이 채워준다 일반으로 보면 조금 지루할수도 있을거같다,1
1188,10,새로운 명작 시리즈의 시작,1
1189,10,나는요 밀양역에서 노래부르는 전도연 보고 울었습니다  왜냐꼬요 살라고 살아볼라꼬 저리 노래부르는거 아닌교 님들이 살아볼라꼬 저리 해본적있습니까그리고예 송강호 참 나를보는거같이 연기잘합니다그마음씨 전부 전해졌습니다 고맙습니다기회가된다면 내 소주한잔 사주이소 요즘 많이힘들고만요,1
1190,10,올해의 영화임이 틀림없네여,1
1191,10,머지않아 다가올 미래,1
1192,8,초반에 인역인줄 모르고 내가 안면인식장애가 있나 했다,1
1193,10,다르다는 이유로 사회로부터 괴물 소리를 듣고 인정받지 못하는 상황에서 서로 힘을 합쳐 두려움을 떨치고 자신의 진짜 모습을 드러내는 것이 정말 감동적이었습니다 몰랐지만 주변에도 다양한 사람들이 있다는 것을 마지막에 보여주면서 디테일에도 대단함을 느꼈습니다 많은 생각을 할 수 있게 도와주네요,1
1194,10,주인공이 너무 짠해요 영화시대가 안타까울따름이에요,1
1195,8,공포를 기대하면 도 안 무섭다재밌고 화면 예쁘고 음악 좋다,1
1196,7,이슬람여인의 인생스토리 조금 지루함,1
1197,10,아름다운인생최고의영화,1
1199,7,결혼과 육아의 삶 과연 나는,1
1200,9,년 개봉 당시 이대근 세 안성기 세 김수철 세 이미숙 세,1
1201,8,약간 지루한가 싶었지만 그래도 너무 재밌었어요,1
1202,8,최민식님 곽도원님 이야 연기는 믿고 봅니다 정치 풍자하는것도 괜찮고 전 재밌게 봤어요,1
1203,7,공감하며 즐겁게 볼 수 있는 영화 두 배우 케미가 좋고 대사가 발칙하고 인상적이다,1
1204,10,나만 재밌나 볼만했는데,1
1205,10,현역 군인으로서 년 전 본 영화인데 생각나서 또 보고 정신전력집중시간 때 참고한 영화라 또 봤는데 봐도봐도 감동적이고 가슴이 벅차오른다 조그마한 땅덩어리지만 전선에서 매우 중요한 고지를 점령하려고 수 십만 육군과 연합군들이 전사하고 그 시체들을 흙더미랑 묻어서 참호를 만들고 정말 목숨 받쳐 위국헌신하고 용감하게 싸운 선배전우들이 대단하다 해맑은 아이 손이 잘려있는 것으로 전쟁의 참혹함휴전선언 후 시간 이후부터 효력있다는 말에 끝난 줄 알았던 전쟁을 다시 하러 가서 안개 속에서 용사들의 심정 안개가 걷히고 씁쓸한 미소를 띄며 돌격을 외치자 돌진하는 용사들을 보니  그 당시 용사들이 너무 안타깝다 진짜 나라와 가족을 지키겠다는 마음 하나로 혹독한 환경과 전장을 누볐을 걸 생각하니,1
1206,10,몽글몽글 끝판왕 진심 대박임,1
1207,10,재밌으면 된거야두 배우의 매력 최고유쾌,1
1208,10,규현 목소리는 별로였지만 팬텀 연기를 잘 해서 만족스러웠고 팔방미인 임선혜 소프라노의 화려한 노래가 입을 딱 벌어지게 만드네요전체적으로 디테일하게 감상할 수 있어서 좋았습니다,1
1209,10,시간만 봤습니다  불면증에 특효네요,1
1210,10,이 영화를 재미없다고 하는 사람은 있겠지만 이 영화를 못 만들었다고 하는 사람은 없다 그리고 재미없다고 하는 사람들 중 대부분은 듄 같은 깊이감 있는 영화랑 취향이 안 맞는 사람이거나 액션만 추구하는 초딩들이다 아카데미 작품상 후보에 오른다고 전부다 재미있는건 아닌것처럼 듄도 듄같은 장르에 관심있는 사람이 아니라면 재미를 찾긴 어려울 수 있다 그러나 이건 진짜 캐스팅부터 영상미  뭐하나 빠지는게 없는 모든게 완벽한 영화였고 개인적으로 난 듄이 뭔지도 모르는 사람이였지만 이 영화가 내가 올해 본 영화들 중 단연코 압도적 위였다올해 나온 영화 내가 따로 개인적으로 올해 본 영화,1
1211,7,감각적이긴 한데,1
1212,10, 나는 안정적인 집을 버리고 어른의 모습을 보이는 그에게 가기로 했다  이 영화의 포스터는 영화 속 그 어느 장면에도 나오지 않는 모습이다 심지어 아이의 머리스타일도 세련되어 보이는 장소도 이건 무엇을 의미하는 걸까,1
1213,10,반전 대박시간 가는줄 모르고 봤어요,1
1214,10,공룡 섬 이라스컬 아일랜드,1
1215,10,한선화 너무조아 죽겠다,1
1216,7,년대 얘기라지만 대단,1
1217,7,어린이 공룡 영화캬,1
1218,8,섬세한 복수 밧줄은 필요없었네,1
1219,9,정답을 말하지 않은 연출이 오히려 더 자극적이다,1
1220,10,대규모 전투씬 하나없이 이렇게 훌룡한 명불허전 리들리스콧에 찬사를 보낸다,1
1221,8,별 기대없이 봤는데 재밌었습니다 인물들의 연기가 극에 몰입되게 잘 하신거 같아요 감사합니다,1
1222,10,나 진짜 손석구 좋아하나봐 ㅜㅜ 전 너무너무 재밌게 봤어용 시간순삭,1
1223,10,우리가 몰랐던 그들의 이야기를 담아주셔서 감사합니다,1
1224,8,진짜 등장인물들이 다 뭔가 나사 하나씩 빠진 것 같다 영화 전개를 위해 어쩔 수 없겠지만서도 답답한 건 사실 그래도 영상미나 가 영화의 분위기랑 아주 잘 어울렸다 이 영화에서 절대 선은 없는듯 모두가 공범이다,1
1225,10,전태일이라는 인물이 애니메이션으로 표현되니 또 색다른 면이 있네요잘 봤습니다,1
1226,8,올만에 욕이 없는 한국영화 맘에듬,1
1227,9,그래도 평점 은 주어야 할것 같네요이시국에 개봉한 것에  ,1
1228,9,보는 동안 내가 미치는거 같은 기분이 들었지만 엔딩에 이르러 여러 생각이 드는 영화,1
1229,10,사실 얼마 되지 않은 일입니다 지금의 한 없는 자유와 민주주의가 저절로 이루어졌다고 생각하면 절대로 안될 것입니다 모처럼 좋은 영화였습니다,1
1230,8,재미는 있다만 테슬라 같은 대단한 과학자 끌어다 놓고 너무 말도 안되는 얘기를 하는게 아쉽다,1
1231,8,배우들 연기는 훌륭하다,1
1232,8,믿음의 광기  종교적 집단 심리의 폐해 종교적 믿음에 대해 여러가지 생각이 들게 하는 영화였다,1
1233,9,현실이기에 더욱 더 슬프고 착잡한 작품,1
1234,10,불편하지만 사람의 민낯을 보여주는 블랙 코미디 명작,1
1235,10,너무 재밌어요 꼭봐야돼요 진짜ㅠㅠ,1
1236,8,내용이 현실적이라고 해야 할지 판타지 같다고 해야 할지 잘 모르겠다,1
1237,10,킬링타임용으로 안지루하고 마지막엔 약간 존윅  나고 재밌네요,1
1238,10,현실적이면서도 오묘하고  연기도 좋네요,1
1239,7,마지막에 흐지부지 끝난 것 같아서 아쉽지만 재밌었습니다,1
1241,10,간만에 재밌는 로코 영화였습니다 ㅎㅎ,1
1242,10,인생을 송두리째 저당잡히게 한 사랑 이야기,1
1243,10,가슴이  먹먹하다  보는  내내   가족이란  무엇이며  삶이란  무엇인가  장례식장  에서의   조문  하러  온  인간군상  들의  각자의  꼬라지   엔딩 크레딧이  올라갈때에   무언가  먹먹함과   답답함에  잠시  정신이  없었다   죽음  이란  무거운  주제를  놓고서   언젠가는  영원한  이별을  해야  하는  우리  가족 의  의미와   소중함 을  다시  한번  느꼈다  절절하게   곁에  소중한 사람이  있을때   잘하자,1
1244,10,재밌음 이게 왜 점대지쓰레기 강릉도 점대인데,1
1245,10,마지막에 너무ㅜ울엇드,1
1246,10,남녀 로맨스물인지 알고 봤는데 자연과 인간의 관계를 남녀의 연애감정에 빗대어 풀어 낸것이 신선하기도 하고 마음이 무겁기도하고 울컥하기도 하네요 보면서 많은 감정이 교차 합니다 그리고 해결사들 넘 웃겼습니다 잘봤어요,1
1247,10,너의 이름은 타키 미츠하,1
1248,10,내 인생 최고의 영화,1
1249,10,힐링된다 지칠 때 찾아보면 좋을 듯,1
1250,10,오랜만의 디즈니의 수작,1
1251,10,진짜 오랜만에 본 영화다운 영화였습니당 강추,1
1252,8,스토리 자체는 진부하고 신파가 살짝 섞여있지만오랫만에 즐겁게 본 가족영화가 아닐까무겁지 않아서 더 좋고 마블이라 한번더 좋고배우둘의 케미가 중간중간 너무 좋았다,1
1253,8,마쉬멜로맨 귀엽다,1
1254,8,너무 잔잔하지만 사람의 마음을 움직이는 영화,1
1255,10,아름답고 암울하다여배우와 경비할아버지 둘이서 다 해 냈다,1
1257,7,상상력의 원천은 행복일까 절망일까,1
1258,10,잊지말고 기억해야죠 그 정신을 이어가고 싶습니다 ,1
1259,7,원작 팬서비스 및 크리스마스용 가족영화,1
1260,10,그저그런 스토리를 잔다르크 영화로 만든 클라라 조여정은 역시 명배우 존잼,1
1261,7,할아버지 솔직히 보고 있었죠,1
1262,10,지금 시대와 비슷 나와라 시민들이여 ,1
1263,8,정신차려 이 각박한 나폴리에서,1
1264,10,원래 영화보면 잘 안우는데 이산가족 상봉부터 참을 수 없는 울음이 터져나옴,1
1265,8,각본이 아쉬웠지만 영화 전체적으로 촬영이나 색감이 너무 좋았네요 에드가 라이트 감독답게 음악 선곡도 훌륭했고 화려하고 신선한 공포영화였어요,1
1266,10,예고편을 안 보고 가서 그런지 첨에 이해가 안돼서 좀 어려웠는데 이건 어느 순간부터 이해가 돼서 별 문제 없을 것 같아요그만큼 스토리가 탄탄했어욧,1
1267,10,고스트버스터즈 팬이라면 후반부에 폭풍 감동과 눈물이,1
1268,9,반전을 예측할 수 있을 거라 생각했는데 예측하지 못했던 반전과 결말 그 어떤 범죄도 합리화하지 않아서 좋았고 도 매우 좋았던 한번 더 보면 새로운 영화처럼 보게 될 것 같음,1
1269,8,한국공포영화에서 손에 꼽을 만한 영화,1
1270,10,기대 안하고 봤는데 생각보다 재밌어,1
1271,10,넷플릭스 공개전에 영화관에서 보고 왔는데 진짜 오이성님의 한계란 무엇인가 그리고 영화관에서 느낄 수 있는 그 긴장감이 참 좋았습니다  한번 더 봐야 확실하게 그 복선이나 이런게 보일듯합니다 좋았어요,1
1272,9,넘버도 좋고 연기도 좋고 전체적으로 만족배우 목소리가 음악에 묻히는 경우가 좀 있었어요이것만 아니었어도 더 좋았을 듯,1
1273,10,은은하게 감동있네요,1
1274,10,인생영화 ㅠㅠ아직도 후유증 남음,1
1275,10,한국 영화 중에 한국 감독 중에 단연 최고 오랜만에 다시 보니 음악도 기가 막히다,1
1276,7,뭔가 애들영화라 그런가 스토리에서 은근슬쩍 넘어가려고 하는 부분이 쫌 보였지만 감동적이었음,1
1277,7,중간까지 몰입감이 대단 했다 하지만 어느순간부터 이 떡밥 다 수습할수 있을까 이 설정들을 다 납득시킬수 있을까 하는 불안감이 시작되었고 걱정이 현실이 되어 영화가 끝났다,1
1278,10,비슷하지만 완전히 다른 서로 다른 사람들의 시선을 정말 잘 그렸다자칫하면 지루하게 빠질 수 있는데 끝까지 긴장감을 놓치 못 하게 하는 훌륭한 영화,1
1280,8,가볍게 보기 좋은 영화 같아요 여주인공 너무 재밌어요,1
1281,9,흙백의 미학설경구,1
1282,8,원작 보고 보면 진짜 눈물 찔끔 나는 영화,1
1283,10,를 소장각 하고 싶을정도로 너무 좋았다 호러라고 나와있는데 호러 같지 않음 캐릭터들의 매력도 좋았음 한번더 보고싶다,1
1284,10,서른 남녀 보시면 빵빵터짐,1
1285,10,와 듄듄 하는 이유가 있네요 존잼 한번 더 보고 싶,1
1286,10,와우 멋지다영상미 연출 까지엠마스톤 연기까지,1
1287,10,시대를 앞서간 너무 아름다운 멜로,1
1288,10,계속 소리지르니까 귀가 힘들었지만 탄탄한 스토리로 재밌었습니다,1
1289,8,어른들은 쩌리 뉴블러드가 시작하고 마무리짓는 영화 솔직히 유치한감이 없지않아있는데 오래된된시골배경 좋아하는 사람들은 추천,1
1290,10,재밌었음,1
1291,10,재밌게봤어요 반전은 모르고봤어서 더재밌었어요,1
1292,8,희대의 사기꾼을 상공한 로 둔갑시켜서 빡칠뻔,1
1293,7,늑대의 공명은 어째서 애처롭게 들리는가,1
1294,8,가볍게 보기 좋은 재미난 영화,1
1295,10,영화가 끝나고도 영상목소리가 계속 찡하게 울려 퍼진다처음 태일이를 보았을 땐 태일이와 어머니 이소선 여사의 애틋함으로 꽉 차 며칠이고 생각나면 눈물바다였는데 차 관람하면서 친근하고 정감 있는 애니 태일이의 눈동자도 년대 배경들도 소품들도 눈에 들어오고 엔딩크레딧에 많은 참가자들과 함께 음악도 먹먹해지는시사회 빼고도 여러 번 관람을 했는데도 그때마다 다른 느낌의 감동이 밀려온다 년 월일 한국 영화의 오늘 파노라마 부문에 초청된 첫 태일이를 부산 국제영화제부터 봐온 사람으로 다듬어지고 만들어지는 과정을 보아서 더 감회가 새롭다태일 피복 발표회 누구 없나요 한쪽 눈이라도 기증해 독지가라도 찾아서 누구나 행복한 회사를 만들어 보고 싶던 꿈을 갖기도한 태일이외면되는 현실 속에 많은 설문지와 탄원서를 제출해도 돌아오는 건 실망뿐이었다 나는 돌아가야 한다 꼭 돌아가야 한다 평화시장의 어린 동심 곁으로 어떤 어렵고 유식한 말보다 마음으로 닿는 영화 동심으로도 함께할 수 있는 영화다 나는 작은 것 하나까지 다 아름답더라 날으는 비둘기들까지년대 배경이지만 년이 흘러 어느 정당이나 당파싸움이 아닌 순수한 동심과 평범한 이웃가족으로 인간의 기본적인 삶과 노동을 바라보는 우리 태일이의 이야기당연한데도 지켜지지 않는 많은 것들 알고는 있지만 모른 척 지나치는 이야기들 나아가서 우리들의 이야기다 태일이 친근한 애니로 가까이 다가와 주어 참여한 제작진과 배우분들에게 찬사와 박수를 드리고 싶다  지금을 살아가는 우리가 태일이에게,1
1297,8,적어도 시간 아깝지는 않는 영화,1
1298,9,마음 따뜻해지는 영화이다핀란드를 배경으로  각자의 비밀을 간직한채 떠나온 여행지 우연히 들린 식당에서  제의 인생을 시작진정한  나를 찾아가는 영화,1
1299,8,조국 쫌 지워 주시길 바랍니다,1
1300,7,액션은 볼만했는데 뭔가 좀 아쉽지만 그냥 킬링타임용으로 괜찮았습니다,1
1301,8,사랑을하면 애인이 살인을 저질렀어도 끝까지잡히지말라고 말할수있겠구나,1
1302,8,영화가 재밌고 안재밌고를 떠나서 왜 다들 메이드인 차이나 중국영화 이러는지 모르겠어요 중국영화이건 뭔상관입니까 내용만 재밌으면 됐지 왜그러세요 그렇게 불평불만이 많으니 님들같은 사람들이 악플러 되는거에요 다른사람 의견 따라서 재미없어 이러는것도 진짜 추합니다 뭔 잼민이도 아니고암튼 전체적으로 스토리도 재밌고 액션도 좋았던 영화임 추천합니다,1
1303,10,스토리도 매우 짜임새 있고 실화를 기반으로 했다는점이 높이 사줄만합니다배우들의 연기력 또한 일품입니다,1
1304,9,남자는 자신의 신념을 빌리 빈처럼 보여줄 수 있어야 한다,1
1305,8,볼 때마다 벅차오르는 시리즈물,1
1307,8,신랄한 가톨릭 비판,1
1308,10,음악과 어우러지는 영상미가 돋보이는 영화입니다마지막 부분의 는 정말 감동적이였습니다,1
1309,10,한번은 웃게 해줘라,1
1310,8,무한열차편을 위해 반드시 먼저 보아야 할 편,1
1311,7,연출은 좋은데 이야기가 너무 약함,1
1312,10,전무후무한 최고의 무술영화,1
1313,7,현대사를 관통하누나,1
1314,8,영상미 음악이 정말 좋았어요 배우들 연기도 최고임돠,1
1315,10,다시 리메이크를 해주세요강제규감독님,1
1316,10,내 인생 최고의 감동 애니메이션,1
1317,10,년도에나 나왓어야 할 영화감독이 신세계 범죄도시 팬인듯 ㅋ,1
1318,8,네번째 파트가 나오면 피곤해지기 시작한다,1
1319,9,중세시대 미투 사건을 라쇼몽 기법으로 정교하게 풀어낸 장인의 영화,1
1320,7,무거운 마음으로 돌이키는 역사속의 과오,1
1321,8,난 좋았다 주조연 모두의 연기도 재미도,1
1322,10,너무 재밌게 잘봄ㅋㅋㅋ,1
1323,7,인상깊은 서북청년단 김수로의 연기,1
1324,8,재밌음 지금 상영하는 것 중에 상영영화 중 이거랑 유체이탈자 추천 근데 초반에 살짝 꾸금 장면 나오니까 알고 가시길,1
1325,8,재밌음 지금 상영하는 것 중에 상영영화 중 이거랑 유체이탈자 추천 근데 초반에 살짝 꾸금 장면 나오니까 알고 가시길,1
1326,10,굳,1
1327,8,수녀에게 불같은 사랑이란 당시에는 받아들이기 힘든 두가지 이미지의 이질적인 조합,1
1328,8,저녁퇴근후 맥주한캔 가벼운 오락영화주제 무겁지 않고 연출 영상미 볼만한 대작영화 갤노트나 아이패드에서 볼것,1
1329,7,기대치를 계속 고조시키는 전계방식을 취하나 흐지버지  실망함 별로임  딱점 영화,1
1330,10,전종서 진짜 너무 예쁘다,1
1331,9,이거 재밌음 몰입도 있고 연출 색다르고 액션 개멋있음,1
1332,7,아이와 재미있게 보았습니다,1
1333,10,개인적으로 나는 음악 연기 연출 결말도 다 맘에들었고 전개도 좋았다 반전도 좋았고 지루할틈없이 몰입해서 봐서 시간도 금방가고 재미있었다얀야 테일러 존예 ㅜㅜㅜㅜ거기에 못지않게 다른 여주도 넘 이쁨  눈호강 ,1
1334,10,단순 불륜 영화로만 본 사람들이 불쌍 할 지경,1
1335,8,아무래도 서양 정서에 맞추려다보니 동양 특유의 심령 느낌을 없앤게 좀 아쉽네요,1
1337,10,킬링 카인드  킬러의 수제자 재미있어요,1
1338,10,결론을 알면서도 눈물을 참을수가 없었어요,1
1339,7,기대보다 별로 였음,1
1340,10,보는내내 손에 땀나면서 봤어요 무엇보다 연기자들 몰입도도 너무 좋았습니다 ,1
1341,9,액션보는 맛이 있음,1
1342,8,재미있는데 편 관람 필수,1
1343,8,흘러가는 대로 가는 연기가 머릿속에서 맴돈다,1
1344,8,맥거핀 활용해서 긴장하게 만드는 부분들도 좋았고 클리셰 없이 단순하지 않은 장면들이 많아서 오히려 액션에 치우친 대부분의 영화보다 좋았음 지루하게 느껴질수도 있지만 뻔하지 않아서 개인적으로 재미있게 봄다만 주인공 빼고는 매력을 느낄만한 악역도 선역도 부족했던거 같아서 아쉬움,1
1346,8,영상미 보는 맛이 있음,1
1347,10,뮤지컬 영화는 기본은 함 노래만 들어도 만족,1
1348,8,이게 어떻게 한국에서 세 받은건지 너무 신기하다 ㅋㅋ 수위 좀 있으니까 학생데려가실 분들은 참고하세요 ㅋㅋㅋ,1
1349,10,너무 좋은데요 전종서 배우님이 다했네요 둘이 너무 잘어울리고 너무 신선하고 솔직해서 좋았어요,1
1350,7,결말이 아쉬움,1
1351,7,퇴마의식은 식상함 그래도 태국 무당에 대한건 신선하고 볼만했음,1
1352,7,영화는 귀여웠지만 역시나 씁쓸한 현실은 피할 수 없지,1
1353,10,어렸을 때 보고 옷장 뒤의 나니아는 저에게 환상 그자체였네요ㅎㅎㅎ 어릴때 본 영화중에 손에 꼽힐 정도예요,1
1354,8,차 찍을 정도로 재밌다 코시국만 아니었으면 천만 가까이 가거나 넘을 수 있었을텐데 내가 다 아쉽ㅠㅠ,1
1355,8, 너무 좋다 앙상블도 훌륭함,1
1356,10,강에 비상착수를 결정한 이후 구조대가 다가온 기적 모두 살아남은 기적 마지막 실제 인물들 모습까지 보니 정말 너무 감동적이어서 눈물이 나고 가슴이 뭉클해졌다,1
1357,8,괜찮게 봤습니다 킬링타임으로 괜찮아요,1
1358,7,맥이 빠지는 결말만 아니었다면 좋은 스릴러가 될 수 있었을 영화,1
1359,10,간만에 가슴을 울리는 영화를 보았습니다ㅡ,1
1360,9,눈이 아름다워진다,1
1361,8,해리포터 편은 최고야 언제봐도 짜릿해,1
1362,7,그냥 그래요 살짝 지루함,1
1363,9,사운드 중요해요 우주영화지만 사운드 정말 중요해요,1
1364,10,로코 로코 영화 원래 안좋아하나   그냥 아무 기대없이 본영화   젊은날 솔직한 마음이 우선이라할까   연기자 들의 표현이 좋음,1
1365,7,앤더슨 영화야 항상 눈이 즐겁지그나저나 꼭 그렇게 벗겨야했나,1
1366,10,아니짬뽕먹다가 찡긋했네ㅠㅠ,1
1367,7,후반부가 초반부를 따라가지 못해서 아쉽다좀 더 좋은 쪽으로 끌어낼 수 있을거 같았는데,1
1368,10,코로나 이후에 나온 영화인줄 알았다제작년도 보고 입을 못 다물었다,1
1369,10,황정민 연기때문인가 재밌었는데,1
1370,10,남자친구랑 봤는데 웃기기도하고 약간 민망하기도하고 근데 진짜 시간가는줄 모르고 봐씀 ㅠㅠㅠ진짜 흔한 그 연애스토리가 아니라서 좋았고 전종서님이랑 손석구님 연기가  미쳤손석구님 그 애절한 사과하는 부분에서 와 찐 커플인줄 ㅠ,1
1371,10,신박한 공포영화였습니다 단 스토리와 개연성은 조금 부족합니다 영상미와 사운드는 압도적으로 좋았어요 참신한 내용입니다 저는 재밌게 잘 봤어요,1
1372,10,모든 것이 다 완벽하다,1
1373,10,파트 투 파트 쓰리 보라는거잖아 네 볼게요 나 여기서 기다린다,1
1374,8,프렌체스카가 로버트와 같은 나이였다면 본인에 감정과 삶에만 집중할수 있었을 텐데요,1
1375,8,배경 음악의 음량과 액션 씬에서 연출이 조금 아쉽습니다배경 음악이 나올 때 음량이 너무 커서 불륨을 줄여야 할때도 있으며액션 합을 주고 받을 때 중점적으로 보여줘야 할 부분에서 다른 곳을 보여줍니다좋은 액션은 있지만 연출로 잘 담아내지 못한게 아쉽습니다,1
1376,8,나쁘지 않게 시간을 보낼 수 있는 로코,1
1378,10,진짜 소재가 너무 좋고 윤계상배우님 연기 너무 잘해요강추ㅎㅎㅎ,1
1379,9,어릴때 봤으면 몰랐을 감성들을 나이 먹고 보니까 느꼈음 람보 람보 람보 순으로 영화를 봤음 그냥 그렇게 봤음 일부로 본것도 아니였고 대때 람보는 짱짱맨이었음 대때 람보는 개존멋이었음 대에 람보은 슬픈 영화였음,1
1380,10,이영화 완전 내스타일 최고,1
1381,7,발상은 참신한데 과정이 너무 어거지임 영상미는 압도적,1
1382,9,오랜 세월 영화를 보다 보니 대충의 스토리는 짐작이 되어 지는 건 이제 어쩔 수 없는 것 같고장면 하나 하나에 집중하게 되는 경우가 많은데 액션 장면은 간만에 집중해서 본 것 같습니다하지만 정보기관 현장 요원이란 설정의 주인공들이 기본적인 권총 파지도 제대로 안되는 장면들심지어는 포스터에서 조차은 조금만 더 신경을 써도 완성도를 조금이라도 높일 수 있는 부분들인데 좀 아쉽게 느껴졌습니다  스토리적인 측면에서는 초반부에 예측이 되어 버려서 조금 재미가 떨어지는 부분이 있었습니다액션에 집중해서 관람을 한다면 나름대로 지루하진 않은 영화인것 같습니다 잘 봤습니다,1
1383,7,라쇼몽의 세련된 리메이크창조적이라기엔,1
1384,10,티비채널돌리다 에서 우연히 보게됐는데 너무 재밌었습니다 워낙 물을 좋아하는데 옛날영화 못본게 너무많네요  앞부분 못본부분은 시리즈온에서 대여해서 이제 보려구요 ,1
1385,8,호빗의 시작 당시엔 명작,1
1386,7,아무 생각없이 봐야함,1
1387,7,예고편만 봐도 노골적이다,1
1388,10,나태주 시인의 자세히 보아야 이쁘다가 생각나는 영화볼때마다 알게되는 게 많고 감정이입이 되는 영화입니다,1
1389,9,주를 모두 한번에 볼 수 있었던 첫 화 가슴이 웅장해진다,1
1390,10,부성애의 위대함 보는 내내 뭉클함,1
1391,10,히노카미 카구라와 폭혈은 정말 레전드 극장에서 보니 또 다르다,1
1392,7,서막의 시작 초반엔 살짝 지루한 감이 있다,1
1393,10,처음부분에 친구술집가는부분에서 노래나오는게 뭘까요어디서 들어본 목소리긴한데,1
1394,8,거울을 활용한 연출이 굉장히 매력적이었고 중간중간 설정을 비틈으로써 기시감 있어 보이던 스토리에 신선함을 제공하였다 샌디의 죽음에 대한 실마리를 푸는 과정보다 남자귀신들한테 쫓기는 연출에 비중이 높은건 조금 아쉬웠다,1
1395,10,재밌음 왜 심은경이름이 먼저임 이해안감,1
1396,7,화면 보는게 너무 좋았고 안야의 연기는 최고였다,1
1397,10,ㅠㅠ 너무 슬펐다 꼭 봐야 할 영화,1
1398,9,충분히 재밌게 봤습니다 역시 마블,1
1399,10,가슴이 웅장해지는 명작 긴 러닝타임에도 불구하고 앞으로 남은 시간이 아쉽게 느껴지게 됨,1
1400,10,생각보다 너무 재밌어서 놀람 연기도 연출도 영상도 너무 좋았음 강추해요,1
1401,7,그냥 저냥 무난하게 봤습니다 점 정도,1
1402,7,무난하게 봤습니다,1
1403,10,아니 충분히 흥미진진하고 심장 쫄깃하게 봤는데 그저그랬다 식으로 얘기하는 사람들은 너무 욕심이 과한거 아닌가싶다이럴때 이런말이 어울리는것같다꼬우면 니들이 한번 만들어보든가,1
1404,10,명작인데 평론가들 점수 이해 안 됨,1
1405,10,너무 재밋어요 또보고싶어요,1
1406,10,엄청나게 감명깊고 배우분들 연기에 더 푹빠졌네요 딸랑구와 함께 봣는데딸랑구가 울어버렸네요 마지막에반전도 잇으니 많이들 보세용 잘 봤습니다,1
1407,10,아 현장에서 봤으면 더 좋았겠지만충분히 숨죽이며 감상했습니다,1
1408,7,원작과 새롭게 시작될 시리즈의 적절한 연결 점 하지만 신선함 부족과 지루한 전개로 원작을 알지 못하는 동생들은 영화 도입부에 졸면서 봄 평점은 원작을 아는 사람 기준이며 모르고 본다면 점,1
1409,10,재밌음 맥주안주용 영화인듯,1
1410,10,전종서 웃을때 손석구 웃을 때 반했다 둘다 웃지마 꼬시지마,1
1411,8,오랜만에 다시 봤는데 정말 마음이가 연기대상 받아야할 것 같음사람보다 잘해너무 잘해어떻게 훈련한건지 놀라울 정도 강아지의 모성애를 듬뿍 느낄 수 있는 영화 약간 근데 강아지만 나오는게 영상의 대부분이라 다큐 같기도그래도 감동적이고 골든리트리버들 너무 귀여움강아지 좋아하면 추천,1
1412,10,어 난재밌었는데 평점이낮네역쉬황정민,1
1413,8,예쁘고 예쁘고 또 예쁘다,1
1414,10,인터넷이 발달하기 이전 시대는 무엇이든 될수도 할수도 있던 시대다,1
1415,7,재밌는거 같음 근데 스파이더맨  여친얼굴 왜자꾸 보여줌너무 과하게 많이 나옴 뭐만 하면 계속 나옴 아니 그리고 대구현대 스크린왼쪽에 검정색 얼룩 있는거 영화볼때마더 개거슬리네 진짜 관리안함 영화값 인당 얼만데 어떻게 스크린 얼룩 그렇게 크게 있는걸 신경도 안쓰고 그대로 상영하는지어휴,1
1416,8,스토리도 나름 재밌었고 믿고보는 연기전 두번이나 봤어요,1
1418,9,관객은 만 밖에 안들었지만 안본 사람이 없는 명작 중의 명작,1
1419,7,윤계상 연기를 좋아해서 봤음 신선한 소재라서 집중하며 봤는데 보고 난 후는 잘 떠오르지 않는 영화 킬링타임용 괜찮음,1
1420,9,본 적 없는 노스텔지어의 낭만과 이면,1
1421,10,역시 믿고보는 지브리 애니  넘 재밌게 봤어요 다음편 나오는건가요 너무 기대되요,1
1422,8,그냥 킬링타임 정도  스토리 연계가 너무나 아쉽고 배우들 연기야 뭐 말할것도 없이 훌륭하고,1
1423,10,년이 훨씬 지난 지금에포스터만 봐도 감동이네요한 가수의 삶과 노래가 주는 영향은참 큰 것 같습니다지상 최고의 악기는 김호중의 목소리는가히 넘볼 사람 없을 것 같네요,1
1424,10,요즘의 연애사고방식도 리얼하게 느꼈고 공감되는 스토리도 좋았어요  연인끼리 여자친구들끼리 같이 보면 좋을듯,1
